# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416383322;0.07;3966.66;205049.55;0.00;150250.93;0.00;0.00;0.00;0.00
axle;61;1416383382;0.00;248.69;150740.98;0.00;116056.05;0.00;0.00;0.00;0.00
axle;60;1416383442;0.00;384.56;234698.19;0.00;83052.19;0.00;0.00;0.00;0.00
axle;60;1416383502;0.67;387.34;204894.35;0.00;85843.18;0.00;0.00;0.00;0.00
axle;60;1416383562;0.00;85.75;44333.36;0.00;1364.19;0.00;0.00;0.00;0.00
axle;60;1416383622;0.00;70.19;92401.87;0.00;6005.40;0.00;0.00;0.00;0.00
axle;60;1416383682;0.00;37.87;18739.85;0.00;83.92;0.00;0.00;0.00;0.00
axle;60;1416383742;0.00;26.81;81248.32;0.00;2868.61;0.00;0.00;0.00;0.00
axle;60;1416383802;0.00;32.87;86465.49;0.00;4903.90;0.00;0.00;0.00;0.00
