# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416383982;22860976;241663448;91.36;111328;38076740;207926292;76.19
axle;60;1416384042;21940276;242584148;91.71;111432;38099100;208828772;76.52
axle;60;1416384102;20111720;244412704;92.40;111524;38131736;210689868;77.20
axle;60;1416384162;21561908;242962516;91.85;111616;38161564;209293412;76.69
axle;60;1416384222;18985872;245538552;92.82;111700;38156940;211734540;77.58
axle;60;1416384282;21849020;242675404;91.74;111788;38343272;208661700;76.46
axle;60;1416384342;21726212;242798212;91.79;111864;38953672;208198648;76.29
axle;60;1416384402;21391700;243132724;91.91;111972;39124616;208371512;76.35
