# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416382576;39430704;225093720;85.09;108996;21979448;207529588;76.04
axle;60;1416382636;37400320;227124104;85.86;109072;24010136;207524352;76.04
axle;60;1416382696;37398396;227126028;85.86;109132;24037404;207491948;76.03
axle;60;1416382756;37399576;227124848;85.86;109160;24038736;207491956;76.03
axle;60;1416382816;37396984;227127440;85.86;109188;24040188;207491960;76.03
axle;60;1416382876;28722192;235802232;89.14;109256;24047672;216565248;79.35
axle;60;1416382936;28974352;235550072;89.05;109292;24051228;215907248;79.11
axle;60;1416382996;33180348;231344076;87.46;109344;24052944;211702124;77.57
axle;60;1416383056;33180880;231343544;87.46;109368;24054340;211702124;77.57
axle;60;1416383116;35632448;228891976;86.53;109416;24056336;209291780;76.69
axle;60;1416383176;29213616;235310808;88.96;109480;24059220;216885500;79.47
axle;60;1416383236;34095920;230428504;87.11;109524;24062132;210939632;77.29
